_id,selcode,card.description,card.model,card.image,technical.category,technical.location,technical.maker.web,technical.instructions,finance.purchase.date,finance.purchase.location,finance.purchase.amount,finance.purchase.invoice,finance.purchase.note,finance.disposal.date,finance.disposal.amount,finance.disposal.note,status,admin.creation.date,admin.update.date,technical.maker.name,technical.model_number,technical.serial_number,admin.update.user
6796aaf019005d0f46e68a92,0015,2 Seater and 3 Seater,Madrid,0015 2 and 3 Seaters.jpg,Furniture,Disposed,No URL,0000 No Instructions.pdf,2002-02-17T11:00:00.000Z,Harvey Norman - Porirua,2194,0015 2 and 3 seaters.pdf,"Olive Color, Soilguard",2018-03-30T11:00:00.000Z,0,Given away,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,,,,
6796aaf019005d0f46e68a96,0043,Jamie Oliver Pot/Pan Set,,0043 Jamie Oliver Pot Set.jpg,Kitchenware,Kitchen-Dining,https://www.jamieoliver.com/products/home/cookware/,0000 No Instructions.pdf,2008-01-19T11:00:00.000Z,Harvey Norman Lower Hutt,699,0042 Electrolux Oven EOEE63AS.pdf,5 pces set,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Tefal,,,
6796aaf019005d0f46e68a98,0045,Panasonic DVD Recorder,,0045 Panasonic DVD Recorder DMR-EH68.jpg,Electronic,Living Room,https://www.panasonic.com/nz/home.html,0045 Panasonic DVD Recorder DMR-EH68.pdf,2008-11-14T11:00:00.000Z,Harvey Norman Lower Hutt,562,0045 Panasonic DVD Recorder DMR-EH68.pdf,$85 4FT HDMI Cable Included,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Panasonic,DMR-EH68,VNBFP001105,
6796aaf019005d0f46e68a99,0048,Dell Studio 15 Laptop,Studio 15,0048 Dell Laptop.jpg,Electronic,Disposed,https://www.dell.co.nz/,0000 No Instructions.pdf,2009-04-20T12:00:00.000Z,Dell New Zealand,2192.13,0048 Dell Laptop.pdf,,2015-10-29T11:00:00.000Z,0,Given to Jean,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Dell,S510414NZ,,
6796aaf019005d0f46e68a9c,0052,Panasonic Microwave,Inverter,0052 Panasonic Microwave NN-ST-659.jpg,Kitchenware,Disposed,https://www.panasonic.com/nz/home.html,0000 No Instructions.pdf,2010-05-27T12:00:00.000Z,Noel Leeming Lower Hutt,299,0052 Panasonic Microwave NN-ST-659.pdf,$71.00 Cash + 600 Fly buys,2017-07-07T12:00:00.000Z,0,Broken Door Glass,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Panasonic,NN-ST659WQPQ,5F30170906,
6796aaf019005d0f46e68a9e,0063,Ladder 6 ft Double Extention,DE 1412,0063 Double Ladder.jpg,Tools,Workshop,https://www.ullrich.co.nz/,0063 Double Ledder.pdf,1995-02-06T11:00:00.000Z,Ullrich Aluminium Petone,301.5,0063 Double Ladder.pdf,Includes Ladder Leveler,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Ullrich Aluminium,,,
6796aaf019005d0f46e68ab1,0143,Sunbean Capri Glass Kettle,KE6100,0143 Sunbean Capri Glass Kettle.jpg,Appliance,Kitchen-Dining,https://www.sunbeam.co.nz/,0000 No Instructions.pdf,2021-07-10T12:00:00.000Z,Farmers Lower Hutt,59.99,0143 Sunbean Capri Glass Kettle.pdf,1 Years Warranty till 11 Jul 2022,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Sunbean,,,
6796aaf019005d0f46e68ab3,0146,Phone Galaxy A52S 5G 2022,Galaxy A52s 5G,0146 Galaxy A52.jpg,Electronic,Fionas Office,https://www.samsung.com/nz/,0146 Galaxy A52.pdf,2022-03-19T11:00:00.000Z,Noel Leeming,559,0146 Galaxy A52 Invoice.pdf,1 Year Warranty,1900-12-31T12:30:00.000Z,0,,Active,2022-03-29T11:00:00.000Z,2024-05-31T12:00:00.000Z,Samsung,SM-A528B/DS,,karol_wojasz
6796aaf019005d0f46e68abc,0009,Food Processor,Multi Pro,0009 Kenwood Food Processor FP720.jpg,Appliance,Kitchen-Dining,https://www.kenwoodworld.com/en-nz,0009 Kenwood Food Processor FP720.pdf,2009-01-20T11:00:00.000Z,Norman Ross Lower Hutt,199,0009 Kenwood Food Processor FP720.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Kenwood,FP720,NSW22218,
6796aaf019005d0f46e68abd,0011,Family Tent 12' x 9',Geneva,AssetImageMissing.jpg,Sports Equipment,Workshop,No URL,0011 Big Tent.pdf,1990-06-09T12:00:00.000Z,The Great Outdoor Company,900,0000 Missing Invoice.pdf,Roof made of special fabic (sun protection),1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,The Great Outdoors Company,,,
6796aaf019005d0f46e68ac0,0027,Life Jacket x 2,Spindrift,AssetImageMissing.jpg,Sports Equipment,Basement,No URL,0000 No Instructions.pdf,1997-06-29T12:00:00.000Z,Second Wind,59.4,0000 Missing Invoice.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Hutchwilco,,,
6796aaf019005d0f46e68ac7,0061,Brother Multi-function Centre,MFC-6490CW,0061 Brother_MFC_6490.jpg,Electronic,Karols Office,https://www.brother.co.nz/,0061 Brother Printer mfc6490.pdf,2011-08-20T12:00:00.000Z,Notebook City,257.48,0061 Brother Multi Function Centre MFC-6490CW.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Brother,,E66295JO372398,
6796aaf019005d0f46e68ac8,0065,Samsung 22 Monitor,SyncMaster,0065 Monitor Samsung S22B350.jpg,Electronic,Disposed,https://www.samsung.com/nz/home,0000 No Instructions.pdf,2012-05-30T12:00:00.000Z,Ascent Technology,250.4,0065 Monitor Samsung S22B350.pdf,,2017-10-04T11:00:00.000Z,0,Stopped Working. Sent to rubbish tip,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Samsung,S22B350,ZUNDHMCC300064P,
6796aaf019005d0f46e68acb,0075,Dimplex Heater 1kW 5 Fins,OFRC10B,0075 Dimplex Heater 5 Fins OFRC10.jpg,Appliance,Karols Office,https://www.dimplex.co.nz/products/heating/Eco_Column_Heaters/,0000 No Instructions.pdf,2011-04-22T12:00:00.000Z,Petone Mega 10,79.98,0075 Dimplex Heater 5 Fins OFRC10.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Dimplex,,,
6796aaf019005d0f46e68acd,0079,Arcam Diva Solo Hi Fi,Diva Solo,0079 Arcam Diva Solo.jpg,Electronic,Disposed,https://www.arcam.co.uk/,0079 Arcam Diva Solo.pdf,2005-05-13T12:00:00.000Z,Eastern HiFi,2499,0079 Arcam Diva Solo Hi Fi.pdf,From Seaview Road,1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Arcam,SM004215,,
6796aaf019005d0f46e68ace,0083,Wireless Desktop,MK 550,0083 Logitec mk550.jpg,Electronic,Fionas Office,https://www.logitech.com/en-roeu/home,0083 Logitec Wireless Desktop MK550.pdf,2013-07-19T12:00:00.000Z,Warehouse Stationery Petone,99,0083 Logitec mk550.pdf,Wireless Wave Keyboard and Mouse,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Logitech,,,
6796aaf019005d0f46e68ad2,0095,Electric Bike,,0095 ezee-quando-electric-folding-bike.jpg,Sports Equipment,Workshop,https://www.ezeebike.com/,0095 Ezee Quando Electric Folding Bike.pdf,2007-08-24T12:00:00.000Z,Poynters Auckland,2200,0095 ezee-quando-electric-folding-bike.pdf,250W Lithium Ion 37V 10Ah (370Wh) Battery,2024-02-29T11:00:00.000Z,0,Given away to outfit in Brewtown in Upper Hutt,Active,1900-12-31T12:30:00.000Z,2024-02-29T11:00:00.000Z,Ezee Quando II,,,karol_wojasz
6796aaf019005d0f46e68ad3,0101,Asus 23 Monitor,VX 238,0101 Monitor Asus VX238.jpg,Electronic,Disposed,https://www.asus.com/nz/,0101 Monitor Asus VX238.pdf,2014-12-13T11:00:00.000Z,Mighty Ape,298.87,0101 Monitor Asus VX238.pdf,3 Years Warranty Price includes HDMI cable,2022-01-17T11:00:00.000Z,0,Damaged screen - vertical line in the middle of the panel,Inactive,1900-12-31T12:30:00.000Z,2022-01-21T11:00:00.000Z,Asus,AS VX238H BK/1MS/AP,E3LMRS067302,karol_wojasz
6796aaf019005d0f46e68adc,0154,HP Laser Jet MFP,M234DW,0154 HP M234DW.jpeg,Electronic,Fionas Office,https://www.hp.com/nz-en/shop/printers.html?jumpid=ps_nz_ga_mk_se_cm017581_x_x,0154 HP M234DW Manual.pdf,2024-04-02T11:00:00.000Z,PBTech Petone,149.48,0154 HP M234DW.pdf,1 Years Warranty PIN Number 67022878,1900-12-31T12:30:00.000Z,0,,Active,2024-04-03T11:00:00.000Z,2024-04-03T11:00:00.000Z,HP,,CNKGG00007,karol_wojasz
6796aaf019005d0f46e68ae4,0029,Double Extension Ladder & Ladder Leveler,,AssetImageMissing.jpg,Tools,Basement,No URL,0000 No Instructions.pdf,1995-02-06T11:00:00.000Z,Ullrich Aluminium - Petone,268,0000 Missing Invoice.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Ullrich Aluminium,DE 1412,,
6796aaf019005d0f46e68ae5,0037,Minolta Photographic Camera,150 Riva Zoom,0037 Minolta Riva Camera.jpg,Electronic,Disposed,https://www.konicaminolta.co.nz/,0000 No Instructions.pdf,2003-02-22T11:00:00.000Z,Wellington Photographic Supplies,699,0037 Minolta Riva Camera.pdf,With Remote Control,1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Minolta,,31015079,
6796aaf019005d0f46e68ae6,0038,Kwila 2 Seat Park Banch,Pacific Seater,0038 Kwila Park Bench.jpg,Furniture,Workshop,No URL,0038 Kwila Park Bench.pdf,2003-10-26T11:00:00.000Z,Mitre 10 - Lower Hutt,265.72,0000 Missing Invoice.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Kwila,,,
6796aaf019005d0f46e68ae8,0053,Nikon D3000 DSLR Camera,D3000,0053 Nikon_D3000.jpg,Electronic,Cork Room,https://www.nikon.co.nz/en_NZ,0053 Nikon D3000 Camera.pdf,2010-07-23T12:00:00.000Z,Harvey Norman Lower Hutt,1329.9,0053 Nikon_D3000.pdf,3 Year extra warranty $120.00,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Nikon,NKR-D3000(B),8148462,
6796aaf019005d0f46e68aea,0057,Dell Alienware M15x,Alienware M15x,0057 alienware-m15x.jpg,Electronic,Disposed,https://www.alienware.co.nz/,0000 No Instructions.pdf,2010-12-01T11:00:00.000Z,Dell New Zealand,2943.07,0057 alienware-m15x.pdf,Windows 7 FKKB7-PBQ9B-JXRYV-HYT7V-7GYM8 (X16-96072),1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Dell,S510915NZ,CN 0W8J5Y 74767 0C3 5OI5,
6796aaf019005d0f46e68aec,0071,Black and Decker Angel Grinder,KG915-XE,0071 Angel Grinder KG915-XE.jpg,Tools,Workshop,https://www.blackanddecker.co.nz/,0071 Angle Grinder KG915-XE.pdf,2013-03-24T11:00:00.000Z,Petone Mega 10,69.99,0071 Black and Decker Angel Grinder KG915-XE.pdf,Two year warranty ends on 25 Mar 2015,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Black and Decker,,,
6796aaf019005d0f46e68af1,0086,Nikon AF-S Nikkor Camera Lens,Nikkor50mm F 1.8G (50mm F1.8G),0086 Nikon_AF-S-NIKKOR-50mm-f18G_front.jpg,Electronic,Cork Room,https://www.nikon.com/,0000 No Instructions.pdf,2013-10-10T11:00:00.000Z,Expert Infotech,345,0086 Nikon Lenses.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Nikon,,,
6796aaf019005d0f46e68af5,0098,Samsung Galaxy Ace3 Smart Phone,Galaxy Ace3 GT-S7275R,0097 Samsung Galaxy Ace3 GT-S7275R.jpg,Electronic,Disposed,https://www.samsung.com/nz/home,0097 Samsung Galaxy Ace3 GT-S7275R.pdf,2014-07-18T12:00:00.000Z,Dick Smith Queensgate,269,0098 Samsung Galaxy Ace3 GT-S7275R.pdf,Two years warranty ends on 19 Jul 2016,1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Samsung,3.58853E+14,,
6796aaf019005d0f46e68af6,0104,Mini Glass House (Coldframe),1.8 x 0.61 x 0.420/0.460,0104 Mini Glasshouse.jpg,Tools,Garden,https://www.redpath.co.nz/,0104 Mini Glasshouse.pdf,2014-08-10T12:00:00.000Z,Redpath - Palmerston North,457.6,0104 Mini Glasshouse.pdf,4mm Glass Powdercoating Karaka,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Red Path,,,
6796aaf019005d0f46e68af7,0106,Phone Samsung Galaxy S4 mini,Galaxy S4 mini,0106 Samsung Galaxy S4 Mini.jpg,Electronic,Disposed,https://www.samsung.com/nz/home,0106 Samsung Galaxy S4 mini.pdf,2015-04-03T11:00:00.000Z,Dick Smith Queensgate,299,0106 Samsung Galaxy S4 mini.pdf,2 Years Warranty till 04 Apr 2017,1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Samsung,GT-I9195,R58FCL156L,
6796aaf019005d0f46e68afc,0114,Bluetooth Speaker,Soundlink Mini II,0114 Bose SoundLink Mini II.jpg,Electronic,Fionas Office,https://www.bose.co.nz/en_nz/index.html,0114 Bose SoundLink Mini II.pdf,2017-11-30T11:00:00.000Z,Associated Audio Wellington,299,0114 Bose SoundLink Mini II.pdf,1 Years Warranty,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,2023-11-03T11:00:00.000Z,Bose,,068614 P63080857A1,karol_wojasz
6796aaf019005d0f46e68afd,0115,Surface Pro4,Surface Pro4 I5 256 GB,0115 Surface Pro4 I5 256 GB.jpg,Electronic,Fionas Office,https://www.microsoft.com/en-nz/windows/featured-devices/surface-pro-4,0115 Surface Pro4 I5 256 GB.pdf,2017-11-30T11:00:00.000Z,Warehouse Stationery - Petone,1996.65,0115 MS Surface Pro4 I5 256 GB.pdf,1 Years Warranty,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Microsoft,1724,75781661953,
6796aaf019005d0f46e68b00,0126,Florence 3 + 2.5 Seater in Monet Chocolate (25-2202),Florence,0126 Florence Lounge Suite.jpg,Furniture,Living Room,https://www.furniture.co.nz/,0000 No Instructions.pdf,2018-03-21T11:00:00.000Z,Hunter Furniture Wellington,5039,0126 Florence-Lounge-Suite-H.pdf,10 Years Wood Frame and Foam 5 Years leather with the Protection Paln Kit,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Domani,,,
6796aaf019005d0f46e68b01,0130,Washing Machine,7.5kg Front Loader,0130 Electrolux Washing Machine EWF12753.jpg,Appliance,Basement,https://www.electrolux.co.nz/,0130 Electrolux Washing Machine EWF12753.pdf,2018-06-29T12:00:00.000Z,Noel Leeming - Lower Hutt,1237,0130 Electrolux Washing Machine EWF12753.pdf,2 yrs warranty. Very heavy - 69 kgs,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Electrolux,EWF12753 FL,SN811017776,
6796aaf019005d0f46e68b06,0142,Karcher WV2 Plus Window Cleaner,WV2 Plus,0142 Karcher WV2 Plus.jpg,Appliance,Basement,https://www.kaercher.com/nz/,0000 No Instructions.pdf,2020-12-17T11:00:00.000Z,Airpoints - Harvey Norman,179.99,0000 Missing Invoice.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Karcher,,,
6796aaf019005d0f46e68b0f,0042,Oven,,0042 Electrolux Oven EOEE63AS.jpg,Appliance,Kitchen-Dining,https://www.electrolux.co.nz/,0042 Electrolux Oven EOEE63AS.pdf,2008-01-19T11:00:00.000Z,Harvey Norman Lower Hutt,2799.99,0042 Electrolux Oven EOEE63AS.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Electrolux,EOEE63AS,75091771,
6796aaf019005d0f46e68b13,0062,Samsung Laptop,RF511-S02,0062 SamsungRF511.jpg,Electronic,Karols Office,https://www.samsung.com/nz/home,0000 No Instructions.pdf,2011-08-17T12:00:00.000Z,Harvey Norman Tory Street,2099,0062 SamsungRF511.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Samsung,NP-RF511-S02NZ,FZKW93DB800022,
6796aaf019005d0f46e68b14,0066,Samsung 22 Monitor,SyncMaster,0065 Monitor Samsung S22B350.jpg,Electronic,Disposed,https://www.samsung.com/nz/home,0000 No Instructions.pdf,2012-06-09T12:00:00.000Z,Noel Leeming Lower Hutt,249.99,0066 Monitor Samsung S22B350.pdf,,2014-12-06T11:00:00.000Z,0,Stopped Working. Sent to rubbish tip,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Samsung,S22B350,ZUNDHMAC500015W,
6796aaf019005d0f46e68b17,0069,Samsung Notebook,530U4B-S01,0069 NP530U4B-S01AU.jpg,Electronic,Karols Office,https://www.samsung.com/nz/home,0069 Sumsung Notebook 530U4B.pdf,2012-10-21T11:00:00.000Z,JB HIFI,1020,0069 NP530U4B-S01AU.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,2023-11-03T11:00:00.000Z,Samsung,530U4B-S01AU,HPUM91FC400004,karol_wojasz
6796aaf019005d0f46e68b1b,0100,MS Surface Pro 3 Tablet,Surface Pro 3 I7 256GB,0100 MS Surface-Pro-3 i7 256GB.jpg,Electronic,Disposed,https://www.microsoft.com/en-nz/default.aspx,0100 MS Surface-Pro-3 i7 256GB.pdf,2014-06-10T12:00:00.000Z,Noel Leeming Lower Hutt,2298.99,0100 MS Surface-Pro-3 i7 256GB.pdf,,1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Microsoft,,SN063355643753,
6796aaf019005d0f46e68b22,0138,Antler Suitcase,Antler Juno 80,0138 Antler Juno 80.jpg,Other,Storage Space,https://www.strandbags.co.nz/luggage/,0000 No Instructions.pdf,2019-08-22T12:00:00.000Z,Strandbags Lower Hutt,219,0000 Missing Invoice.pdf,10 Years Warranty till 23 Aug 2029,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Antler Juno 80,,,
6796aaf019005d0f46e68a93,0017,Bookcase,Aiku Trapeze Bookcase,0017 BookShelf.jpg,Furniture,Hall,No URL,0000 No Instructions.pdf,1996-05-02T12:00:00.000Z,Handcrafted Furniture Vivian St,1020,0017 BookShelf.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Hand Crafted Furniture,,,
6796aaf019005d0f46e68a95,0040,Fridge,Elegance Fridge,AssetImageMissing.jpg,Appliance,Disposed,https://www.fisherpaykel.com/nz/,0000 No Instructions.pdf,2003-10-24T11:00:00.000Z,Harvey Norman - Porirua,1599,0040 FridgeC370RW.pdf,"Discount $160, Delivery $40",2022-06-26T12:00:00.000Z,0,Damaged - disposed off,Inactive,1900-12-31T12:30:00.000Z,2022-06-27T12:00:00.000Z,Fisher and Paykel,C370RW/11197,,karol_wojasz
6796aaf019005d0f46e68aa1,0080,Sony Blue Ray Player,BDP-S360,0080 Sony Blue Ray Player BDP-S360.jpg,Electronic,Cork Room,https://www.sony.co.nz/section/home,0080 Sony Blue Ray Player BDP S360.pdf,2011-09-30T11:00:00.000Z,Sony NZ Auckland,200,0000 Missing Invoice.pdf,From Seaview Road,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Sony,,1004276,
6796aaf019005d0f46e68aa4,0091,Scott Y23 - Bicycle,Y23,AssetImageMissing.jpg,Sports Equipment,Disposed,https://www.scott-sports.com/nz/en,0000 No Instructions.pdf,2004-04-23T12:00:00.000Z,Penny Farthing Cycles,550,0091 Scott Y23 Bike.pdf,Areks Bike,1900-12-31T12:30:00.000Z,0,,Inactive,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Scott,,TY3912979,
6796aaf019005d0f46e68aa7,0103,Logitech Mini Boom Portable Speakers,UE Mini Boom,0103 UE_Mini_bluetooth_speaker.jpg,Electronic,Karols Office,https://www.logitech.com/en-nz,0000 No Instructions.pdf,2014-12-19T11:00:00.000Z,Noel Leeming Lower Hutt,259.98,0103 UE_Mini_bluetooth_speaker.pdf,Two units @ $129.99 paid by Flybuys,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Logitech,,,
6796aaf019005d0f46e68aad,0134,Phone Motorola Moto G5S,Motorola G5S,0134 Motorola G5S.jpg,Electronic,Disposed,https://www.motorola.com/nz/home,0000 No Instructions.pdf,2019-02-25T11:00:00.000Z,Noel Leeming - Online,273,0134 Motorola G5S.pdf,1 Years Warranty till 26 Feb 2020,2020-11-11T11:00:00.000Z,0,Water Damaged,Inactive,1900-12-31T12:30:00.000Z,2022-04-26T12:00:00.000Z,Motorola,,,karol_wojasz
6796aaf019005d0f46e68ab4,0149,Sennheiser Aerbuds,Momentum TW3,0149 Sennheiser Earbuds.jpg,Electronic,Disposed,https://www.sennheiser-hearing.com/en-NZ/,0149 Sennheiser Earbuds manual.pdf,2022-12-19T11:00:00.000Z,BP-Tech,297,0149 Sennheiser Earbuds.pdf,1 Year Warranty,2024-09-10T12:00:00.000Z,297,Return under warranty.  Left earbud stopped charging.,Inactive,2022-12-19T11:00:00.000Z,2024-09-10T12:00:00.000Z,Sennheiser,509180,0282021194,karol_wojasz
6796aaf019005d0f46e68abb,0007,Vacuume Cleaner,Cat and Dog,0007_Vacum Cleaner_Miele_S5360.jpg,Appliance,Hall,https://www.miele.co.nz,0007 Miele Vacuum Cleaner S5360.pdf,2007-12-27T11:00:00.000Z,Norman Ross Lower Hutt,478,0007 Miele Vacuum Cleaner S5360.pdf,Includes Turbo Head Attachment,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,2021-09-22T12:00:00.000Z,Miele,S5360,00/83394856,karol_wojasz
6796aaf019005d0f46e68abf,0021,Heat Gun,,AssetImageMissing.jpg,Tools,Workshop,No URL,0000 No Instructions.pdf,1993-09-28T12:00:00.000Z,Mitre-10 Wainuiomata,75,0000 Missing Invoice.pdf,,1900-12-31T12:30:00.000Z,0,,Active,1900-12-31T12:30:00.000Z,1900-12-31T12:30:00.000Z,Black&Decker,BD1600,2669741,
